StudentPerformance-dataset
Hours_Studied,Attendance,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Family_Income,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Exam_Score
10,73,High,Yes,8,72,Low,Low,Public,Positive,2,No,62
15,64,High,Yes,9,55,High,Medium,Public,Neutral,3,No,64
19,83,High,Yes,7,56,Medium,Medium,Private,Positive,3,No,67
10,79,Medium,No,8,73,High,Low,Public,Neutral,4,No,63
19,64,Medium,Yes,9,81,High,Medium,Public,Neutral,3,Yes,62
30,84,Medium,No,6,95,Medium,High,Public,Negative,2,No,72
20,90,Medium,No,6,85,High,Low,Private,Neutral,2,No,69
21,91,High,Yes,9,92,Medium,Low,Private,Negative,2,No,72
12,96,Medium,Yes,7,71,High,Medium,Private,Positive,2,No,68
16,76,Medium,No,6,66,Low,Medium,Private,Neutral,3,No,64
18,98,High,Yes,7,80,Low,Low,Private,Neutral,1,No,72
18,95,High,Yes,8,85,Low,Low,Public,Positive,3,No,73
28,72,Medium,Yes,5,78,Low,Medium,Private,Negative,2,No,67
23,66,Low,Yes,8,63,Medium,Low,Public,Negative,4,No,64
13,77,Medium,Yes,8,68,Low,High,Private,Neutral,3,No,65
21,76,High,Yes,9,72,Low,Low,Public,Neutral,3,No,67
23,83,Medium,Yes,7,51,Low,Medium,Public,Neutral,2,No,68
27,83,High,Yes,9,94,Medium,Low,Public,Positive,2,No,72
29,90,Low,Yes,7,76,Low,Medium,Public,Positive,3,No,71
14,80,Medium,Yes,7,88,Medium,Medium,Private,Neutral,3,No,66
15,64,Medium,No,7,59,Low,Low,Public,Neutral,3,Yes,59
12,94,Medium,Yes,10,78,Medium,Medium,Public,Neutral,2,No,68
19,72,High,Yes,5,96,Low,Low,Public,Positive,2,No,64
23,99,Medium,No,8,61,Low,High,Private,Positive,3,Yes,70
26,65,Medium,Yes,7,67,Medium,High,Private,Negative,3,No,65
20,98,Medium,Yes,7,69,High,High,Public,Negative,2,No,72
18,64,High,No,8,69,Medium,High,Public,Positive,3,No,66
21,69,Medium,Yes,9,80,High,Medium,Public,Positive,5,No,68
15,62,High,No,8,70,Medium,Low,Private,Positive,3,No,62
33,88,Low,No,9,84,Medium,Low,Public,Negative,3,No,70
10,94,Medium,Yes,7,74,High,High,Public,Positive,3,No,70
21,77,Low,Yes,7,58,Medium,Low,Public,Negative,3,No,64
32,97,Low,Yes,5,97,Low,Low,Public,Positive,5,No,76
20,84,Medium,Yes,10,62,High,Medium,Public,Neutral,2,No,67
19,85,High,No,7,78,Low,Low,Private,Negative,3,No,69
18,94,Low,Yes,7,53,Medium,Medium,Public,Positive,3,No,68
19,72,Medium,Yes,8,96,Low,Medium,Public,Positive,2,No,67
28,74,Medium,Yes,9,96,Low,High,Private,Neutral,3,No,69
7,96,Medium,Yes,6,68,Medium,Low,Public,Neutral,1,No,67
29,96,High,Yes,9,56,Low,Low,Private,Neutral,4,No,73
11,99,High,Yes,7,88,High,Medium,Private,Neutral,3,No,71
18,96,Low,No,9,63,Medium,Low,Private,Neutral,3,No,70
17,65,Medium,Yes,6,85,Medium,Low,Private,Neutral,3,No,65
24,93,Medium,Yes,8,96,Medium,Medium,Public,Positive,1,No,73
10,76,Medium,Yes,7,80,Medium,Low,Public,Positive,4,No,65
23,100,Medium,Yes,5,93,Medium,Low,Private,Neutral,3,No,73
32,79,High,Yes,5,61,Medium,Low,Public,Positive,3,No,70
12,82,Medium,Yes,6,96,High,Low,Private,Positive,4,Yes,66
21,81,Medium,Yes,8,61,High,Medium,Public,Negative,5,No,66
16,73,Medium,Yes,4,61,Low,Low,Private,Neutral,5,No,64
23,63,Medium,Yes,8,94,High,Medium,Public,Neutral,5,No,68
20,96,Medium,No,7,78,Medium,High,Public,Neutral,2,No,70
16,92,Medium,Yes,4,90,High,High,Private,Neutral,3,No,72
23,66,High,No,6,90,Medium,Low,Public,Neutral,3,No,66
31,91,Medium,Yes,6,82,Medium,Medium,Public,Positive,3,No,74
19,85,Medium,No,7,59,Low,Medium,Private,Negative,4,No,67
24,76,High,Yes,9,85,Medium,Low,Private,Positive,2,No,71
12,70,High,Yes,9,53,Medium,Low,Public,Neutral,2,Yes,60
14,94,Medium,No,6,60,Medium,High,Public,Neutral,3,No,68
23,88,Medium,No,6,82,Medium,Medium,Private,Negative,3,No,69
29,82,High,No,5,95,Medium,Medium,Public,Neutral,3,No,74
22,84,Medium,Yes,6,89,Medium,Medium,Public,Neutral,3,No,71
18,64,Medium,Yes,6,67,High,Low,Private,Negative,4,No,63
20,79,Low,Yes,7,91,High,Low,Private,Negative,4,Yes,66
12,68,High,No,7,98,Medium,Medium,Private,Neutral,4,No,65
24,68,Low,No,6,67,High,Low,Private,Positive,3,Yes,60
25,86,Low,Yes,6,59,Medium,Low,Public,Positive,3,No,69
17,96,Medium,No,6,60,Medium,Low,Public,Neutral,3,No,69
17,76,High,Yes,6,70,Low,High,Public,Neutral,4,No,67
22,68,Medium,Yes,9,53,High,Medium,Public,Neutral,2,No,65
17,86,High,Yes,8,74,Medium,Low,Private,Neutral,4,No,70
20,95,Medium,Yes,8,87,Low,Low,Private,Positive,3,No,71
33,90,Medium,Yes,9,77,Medium,Medium,Public,Negative,6,Yes,73
19,95,High,Yes,8,99,Medium,Low,Public,Neutral,2,No,70
18,81,Low,Yes,9,73,High,Medium,Public,Neutral,2,No,67
16,90,High,Yes,8,51,Medium,High,Public,Neutral,5,No,67
24,66,High,No,7,74,Medium,High,Public,Neutral,2,No,65
19,74,High,Yes,6,96,Medium,High,Public,Neutral,3,No,69
16,76,High,Yes,6,55,Medium,Low,Public,Positive,1,No,65
28,80,High,Yes,8,61,Low,Low,Private,Negative,3,No,68
29,97,Medium,No,7,86,Medium,Medium,Public,Positive,3,No,74
16,95,Medium,Yes,5,65,High,Medium,Private,Neutral,3,No,68
9,65,Medium,No,4,88,Low,Low,Public,Positive,3,No,61
26,67,Low,Yes,10,71,High,Low,Public,Neutral,3,No,67
16,74,High,Yes,6,90,Medium,Low,Private,Negative,4,Yes,66
25,72,Low,Yes,6,78,Low,Medium,Public,Positive,4,No,69
8,85,Low,Yes,9,54,Low,Low,Private,Positive,3,No,62
25,96,High,Yes,5,69,Low,Low,Public,Neutral,4,No,71
13,98,High,Yes,8,67,Medium,Medium,Private,Positive,4,No,71
24,86,High,Yes,10,91,Low,Low,Private,Positive,4,No,72
20,94,High,Yes,10,81,Low,Medium,Public,Neutral,5,Yes,69
14,81,Medium,No,6,89,Medium,Low,Private,Neutral,3,No,67
18,68,High,No,7,69,Medium,Low,Public,Neutral,4,Yes,63
24,81,Medium,Yes,6,85,Medium,Medium,Public,Neutral,4,No,68
21,82,High,Yes,7,53,Low,High,Public,Positive,2,No,69
24,90,Low,Yes,9,52,Low,Low,Public,Negative,3,Yes,65
32,69,High,Yes,5,64,Medium,Medium,Public,Negative,3,No,70
11,75,Medium,No,8,89,Medium,High,Private,Positive,4,No,65
30,75,Medium,No,7,77,Medium,Low,Public,Positive,2,No,67
21,98,High,Yes,9,70,Medium,Low,Public,Positive,1,No,72
15,78,High,Yes,9,95,High,High,Public,Positive,3,No,69
12,90,High,Yes,6,75,Low,Medium,Public,Neutral,3,No,69
19,90,Low,No,7,81,Medium,High,Public,Neutral,4,Yes,71
26,71,Low,Yes,8,99,Medium,Medium,Public,Positive,3,No,67
19,83,Low,No,8,76,Low,Low,Public,Neutral,3,No,65
29,96,Low,No,4,89,Medium,Low,Public,Neutral,2,No,70
11,79,Medium,No,8,71,Low,Medium,Private,Positive,2,No,63
20,98,High,Yes,9,52,Medium,Medium,Private,Positive,3,No,71
12,69,Medium,Yes,7,92,Low,Medium,Public,Neutral,3,No,64
22,63,High,Yes,8,97,High,Medium,Private,Neutral,3,No,69
25,96,Medium,No,9,72,Low,Low,Private,Positive,3,No,69
17,94,Medium,Yes,7,75,Medium,Low,Public,Positive,3,No,70
4,100,Low,No,8,71,Low,Low,Private,Negative,4,No,64
21,87,High,No,7,100,Low,Low,Public,Positive,3,No,70
23,97,High,No,7,95,Medium,Medium,Private,Positive,4,No,74
22,93,Medium,Yes,6,52,Medium,Low,Public,Negative,3,No,69
27,94,Medium,Yes,7,89,Medium,Low,Private,Positive,2,No,73
14,83,Medium,Yes,10,80,Medium,Medium,Private,Neutral,3,Yes,66
24,75,High,Yes,6,51,High,Medium,Public,Negative,3,No,67
27,97,High,No,8,72,Medium,Low,Public,Neutral,2,No,76
9,77,Medium,No,7,57,Low,Medium,Public,Negative,3,No,61
22,82,Medium,Yes,9,94,High,Medium,Public,Positive,4,No,68
17,78,Low,Yes,9,51,High,Low,Private,Neutral,3,No,63
20,83,Low,Yes,6,94,Medium,Low,Public,Neutral,2,No,67
22,79,Low,Yes,6,97,Low,High,Public,Negative,3,No,66
17,62,Low,Yes,6,54,Low,Medium,Public,Neutral,3,No,62
16,95,Low,Yes,6,86,Medium,Low,Private,Neutral,3,No,69
20,78,Medium,No,6,77,Medium,Medium,Private,Positive,3,No,67
13,84,Medium,No,8,98,Low,Medium,Public,Positive,2,No,66
13,66,Medium,Yes,6,90,Medium,Low,Public,Positive,3,Yes,63
24,60,Medium,No,6,85,Low,High,Public,Neutral,2,No,64
13,70,Medium,Yes,6,96,High,Medium,Private,Negative,5,No,64
24,88,Medium,No,8,58,Medium,Low,Public,Negative,3,No,67
23,64,Medium,Yes,7,69,High,High,Public,Positive,3,No,66
10,96,High,Yes,7,92,Medium,Low,Public,Neutral,1,No,68
16,69,High,Yes,6,55,Medium,Medium,Public,Negative,1,No,62
27,68,Medium,Yes,5,97,Low,Medium,Public,Negative,4,No,68
14,67,Low,No,9,87,Medium,Medium,Private,Positive,3,No,63
17,61,High,No,7,72,Low,Medium,Public,Neutral,2,No,62
23,91,High,No,10,67,High,Low,Public,Positive,2,No,72
25,95,Low,No,8,57,Low,Low,Public,Neutral,3,No,69
18,85,Low,Yes,10,55,High,Medium,Public,Neutral,3,No,67
16,68,High,Yes,8,71,Medium,High,Private,Neutral,3,No,65
29,71,Medium,No,7,92,Low,Low,Public,Positive,3,No,69
30,79,High,Yes,6,77,Medium,Low,Public,Positive,2,No,72
26,98,Medium,Yes,6,73,Medium,Low,Public,Negative,3,No,70
21,70,High,No,9,66,Medium,Medium,Public,Neutral,4,No,91
15,89,Low,Yes,7,58,Low,Low,Public,Negative,3,No,65
15,78,Medium,Yes,8,100,Low,Low,Public,Negative,3,Yes,62
23,72,High,Yes,8,51,Medium,Low,Private,Positive,3,No,65
23,78,Medium,Yes,8,66,Medium,Medium,Public,Neutral,1,No,67
28,63,Low,No,6,88,High,Medium,Public,Neutral,4,No,67
24,92,High,No,9,76,Medium,High,Public,Positive,2,No,72
11,70,Low,Yes,7,66,Low,Medium,Public,Negative,3,No,60
26,89,Low,No,7,100,Low,Medium,Public,Neutral,3,No,69
14,63,Medium,No,8,81,Low,Medium,Private,Positive,5,No,61
18,98,Medium,Yes,7,65,Medium,High,Private,Neutral,4,No,70
22,68,High,No,4,92,High,High,Public,Neutral,3,No,68
32,95,High,Yes,9,58,Medium,Medium,Private,Positive,4,No,75
39,92,Medium,No,9,73,Medium,Medium,Public,Negative,4,No,75
24,99,Medium,No,4,92,Low,High,Private,Neutral,3,No,72
19,79,Medium,Yes,5,99,High,Low,Private,Negative,4,No,66
23,89,High,No,10,69,Low,Medium,Public,Neutral,4,No,71
25,75,High,No,7,57,High,Low,Public,Positive,5,No,70
18,67,High,Yes,7,78,Low,Medium,Public,Negative,3,Yes,63
31,78,High,Yes,6,97,Low,Medium,Public,Neutral,3,No,72
21,67,Medium,Yes,5,83,Medium,Low,Private,Neutral,5,No,65
23,99,Medium,Yes,7,80,Low,Low,Private,Neutral,2,No,71
24,64,Medium,Yes,8,65,Medium,Medium,Public,Positive,3,No,65
23,84,Low,Yes,7,80,Medium,Medium,Private,Positive,3,No,69
25,85,Low,Yes,8,94,Medium,Medium,Public,Positive,3,No,71
16,82,High,Yes,10,69,Medium,Low,Public,Positive,4,No,68
17,86,Medium,No,6,62,Low,Medium,Public,Positive,4,No,66
13,65,Medium,No,7,74,Low,High,Public,Neutral,2,Yes,60
23,82,Medium,No,9,69,Medium,High,Public,Positive,3,No,68
25,71,High,Yes,6,73,Medium,Low,Private,Neutral,4,No,67
23,98,Low,No,7,55,Medium,High,Private,Neutral,4,No,71
30,90,Medium,No,10,67,High,Medium,Private,Neutral,6,No,74
20,99,Medium,No,6,91,Medium,Medium,Public,Negative,4,No,70
24,62,High,No,9,70,Low,Low,Public,Positive,2,No,63
13,71,Medium,No,7,98,Medium,Medium,Public,Positive,3,No,64
18,68,High,Yes,10,85,High,Low,Public,Neutral,3,No,66
24,60,Medium,Yes,5,68,Medium,Medium,Public,Neutral,3,No,64
25,70,High,Yes,7,63,Medium,Medium,Private,Positive,3,No,69
18,87,High,Yes,5,84,Medium,Medium,Private,Positive,4,No,71
20,69,Medium,No,6,65,Medium,Low,Public,Neutral,2,No,64
11,80,Medium,Yes,6,96,Low,Low,Public,Neutral,3,No,65
18,96,Medium,No,7,56,Low,Medium,Private,Neutral,1,No,69
25,88,High,No,5,51,Medium,Medium,Public,Neutral,1,No,68
23,76,Medium,Yes,7,61,Medium,Medium,Public,Positive,4,No,68
23,75,Medium,Yes,8,80,High,Low,Private,Neutral,4,No,68
20,78,Medium,Yes,5,92,Low,Medium,Public,Positive,3,No,65
20,67,High,No,6,59,Low,Medium,Private,Negative,4,No,65
16,85,Low,No,10,79,Low,High,Private,Neutral,3,No,66
24,75,Low,No,7,57,Medium,Medium,Public,Neutral,1,No,66
23,94,Low,Yes,4,78,Medium,High,Public,Neutral,4,No,71
23,90,Medium,Yes,5,51,Medium,Low,Public,Negative,1,No,68
17,84,Medium,Yes,7,78,Low,High,Public,Neutral,5,Yes,65
7,75,High,Yes,7,76,Medium,Medium,Private,Positive,4,No,63
27,68,Medium,No,6,52,Medium,Medium,Private,Neutral,5,No,66
17,91,Low,Yes,10,84,Medium,Low,Public,Neutral,4,Yes,71
15,79,Medium,Yes,10,79,Medium,Low,Private,Neutral,4,No,65
24,69,High,Yes,7,81,Low,Medium,Private,Neutral,4,No,68
18,68,Medium,Yes,8,76,High,High,Public,Neutral,3,No,66
26,67,High,No,8,86,Medium,Low,Public,Negative,2,Yes,64
24,91,Low,Yes,9,76,High,Low,Public,Positive,4,No,70
24,69,Low,Yes,6,96,Medium,High,Public,Positive,4,No,70
12,81,High,No,10,97,Low,Low,Private,Positive,5,No,66
27,78,Medium,Yes,7,86,Medium,Medium,Public,Positive,2,No,70
22,83,High,No,8,96,Medium,Medium,Public,Positive,0,No,71
18,95,High,No,7,96,Medium,Medium,Private,Positive,4,Yes,70
21,95,Medium,No,7,63,Medium,Low,Private,Positive,4,No,70
9,78,Medium,Yes,7,100,Low,Medium,Public,Positive,2,No,66
22,61,Medium,No,5,63,Low,Low,Public,Positive,3,No,64
14,77,High,No,4,51,Low,Low,Public,Positive,3,No,66
12,84,Medium,Yes,7,98,High,Low,Public,Positive,3,No,68
11,82,Low,No,6,61,Low,Medium,Public,Neutral,2,No,61
27,86,Medium,Yes,8,79,Medium,Low,Private,Positive,4,No,72
16,66,High,No,8,99,Medium,Low,Private,Positive,3,No,66
29,86,Low,Yes,7,52,Medium,Low,Public,Positive,3,No,68
17,67,Medium,No,9,63,High,Low,Public,Negative,4,No,61
10,90,Medium,Yes,7,80,Low,Medium,Public,Neutral,5,No,67
13,74,High,Yes,5,88,Low,Low,Private,Neutral,3,Yes,66
27,88,Medium,Yes,7,90,Medium,Medium,Public,Positive,4,No,74
19,62,Medium,Yes,9,94,Medium,High,Public,Neutral,4,No,66
17,76,Medium,Yes,4,58,Medium,Medium,Private,Neutral,2,No,67
21,88,Low,Yes,7,69,Medium,Medium,Private,Neutral,3,No,71
23,69,Low,Yes,8,86,High,Medium,Public,Neutral,4,No,66
27,92,Medium,Yes,10,86,High,Low,Private,Positive,3,No,71
29,85,Medium,Yes,9,65,High,Low,Private,Neutral,4,No,72
18,84,Medium,Yes,7,65,Medium,Medium,Public,Negative,3,No,66
12,74,Low,Yes,8,66,Low,Low,Public,Positive,2,No,62
18,79,Medium,Yes,4,95,Low,Low,Public,Negative,2,No,66
22,84,High,Yes,5,95,Medium,Low,Public,Neutral,3,No,69
14,79,Medium,Yes,8,51,Medium,Medium,Public,Negative,4,No,64
14,88,Medium,Yes,7,66,Medium,Medium,Public,Positive,3,No,69
22,77,Low,Yes,7,70,Medium,Medium,Private,Positive,4,No,69
20,68,Low,Yes,7,99,High,Low,Public,Positive,2,Yes,64
20,69,High,Yes,7,97,Medium,Medium,Public,Positive,3,Yes,68
15,60,Medium,Yes,7,81,Low,Low,Public,Positive,2,No,63
19,72,Medium,Yes,5,52,Low,Low,Public,Positive,2,No,64
14,90,High,Yes,7,60,Medium,Medium,Public,Neutral,4,No,69
25,92,High,No,5,72,Medium,Medium,Public,Positive,4,No,71
26,68,High,No,6,98,Low,Medium,Private,Neutral,3,No,67
9,98,Medium,No,9,55,Low,Low,Public,Positive,2,No,67
14,80,Low,Yes,7,90,High,Low,Public,Negative,2,No,66
11,97,High,Yes,8,60,Medium,Medium,Private,Positive,3,No,67
16,88,High,No,7,75,Low,Medium,Public,Neutral,4,No,68
19,89,Medium,Yes,6,88,Low,Medium,Public,Positive,2,No,69
11,63,High,Yes,5,85,High,Low,Public,Positive,4,Yes,62
14,69,Medium,Yes,6,89,High,High,Private,Positive,5,No,66
14,60,Medium,Yes,7,91,Medium,Low,Private,Negative,3,No,63
21,89,Low,Yes,8,65,Medium,Low,Public,Neutral,3,No,67
20,74,Medium,No,7,68,High,Medium,Public,Positive,4,No,68
16,91,Low,No,8,91,Low,Medium,Public,Neutral,2,No,66
21,74,Medium,Yes,5,52,Medium,Medium,Private,Positive,1,No,66
17,93,Medium,No,8,76,Low,Low,Private,Negative,3,No,67
18,65,Medium,Yes,5,96,Medium,High,Private,Neutral,2,No,66
30,67,Medium,Yes,8,94,Medium,Medium,Public,Neutral,2,No,69
28,74,High,No,8,90,High,Medium,Public,Positive,3,No,72
12,76,Low,Yes,4,51,Medium,Low,Private,Neutral,1,No,60
25,74,High,Yes,8,94,High,Low,Public,Positive,4,No,68
25,91,Medium,Yes,8,96,Medium,Medium,Public,Neutral,3,No,72
13,64,High,Yes,9,83,Low,High,Public,Positive,4,No,64
25,74,Medium,Yes,6,65,High,High,Public,Neutral,1,No,65
29,93,High,No,7,74,Medium,Medium,Private,Positive,3,No,76
13,63,Medium,No,8,88,Medium,Low,Private,Negative,2,No,59
14,98,Medium,Yes,8,91,Low,Low,Public,Negative,4,No,67
26,99,Medium,Yes,8,67,Medium,Medium,Private,Positive,4,Yes,73
22,64,High,No,6,66,Low,Medium,Public,Neutral,4,No,64
23,72,High,No,8,87,Low,Medium,Public,Neutral,3,No,67
22,75,Medium,Yes,8,84,Low,High,Public,Negative,3,No,69
22,91,Low,Yes,7,76,Medium,Low,Public,Neutral,3,No,69
12,84,High,Yes,6,71,Medium,Medium,Public,Positive,3,No,67
26,86,High,Yes,6,83,Medium,Low,Public,Positive,4,No,72
27,90,Medium,No,9,52,Low,Low,Public,Positive,2,Yes,86
19,65,High,Yes,8,54,Medium,Low,Private,Neutral,3,No,62
20,93,Low,No,7,79,Medium,Medium,Public,Neutral,3,No,69
11,88,High,Yes,7,61,Low,Medium,Public,Neutral,3,No,68
23,83,High,Yes,4,89,Low,Medium,Public,Negative,3,No,99
23,96,Medium,Yes,7,89,Medium,Low,Private,Positive,3,No,70
20,88,Medium,Yes,5,85,Medium,Medium,Public,Negative,3,No,68
27,68,Medium,Yes,7,95,Low,Medium,Public,Positive,4,No,67
18,77,Medium,Yes,9,57,Low,Low,Public,Negative,2,No,66
23,80,High,No,6,63,Low,High,Private,Positive,2,No,66
14,62,High,Yes,7,63,Medium,Low,Public,Positive,2,No,62
20,98,Medium,Yes,8,89,High,High,Public,Negative,2,Yes,72
19,65,High,Yes,7,76,Medium,Medium,Public,Neutral,3,No,64
21,88,Medium,Yes,6,63,Low,Medium,Public,Neutral,3,No,68
18,80,High,Yes,7,57,Medium,Low,Public,Positive,3,No,66
19,61,High,Yes,8,95,High,Medium,Private,Positive,3,No,68
25,97,High,Yes,7,85,High,High,Public,Neutral,1,No,75
17,94,Low,No,7,76,High,Low,Public,Neutral,3,Yes,67
10,81,Medium,Yes,9,98,Medium,Low,Public,Neutral,2,No,65
30,69,Medium,No,8,92,Medium,Medium,Public,Neutral,3,No,68
28,65,Medium,Yes,5,59,High,Low,Private,Neutral,5,No,67
12,75,Medium,Yes,8,75,High,Low,Private,Negative,2,No,63
24,70,High,Yes,8,74,Low,Medium,Public,Negative,3,No,67
17,80,Medium,Yes,5,92,Medium,Low,Private,Negative,4,No,67
22,99,Medium,Yes,4,57,High,Medium,Public,Positive,3,No,73
22,83,Medium,Yes,5,73,High,Low,Public,Positive,3,No,67
19,96,Medium,No,7,82,Medium,High,Public,Neutral,4,No,71
15,86,Medium,No,9,97,Medium,Medium,Public,Negative,4,No,67
16,79,Low,Yes,6,95,Medium,High,Public,Neutral,5,No,68
15,94,Low,Yes,8,77,Medium,High,Private,Positive,1,No,68
15,79,Medium,Yes,4,80,Medium,High,Private,Negative,4,No,66
20,95,Low,Yes,7,93,Low,Low,Public,Neutral,2,No,68
16,72,Low,No,6,87,Medium,Medium,Private,Positive,4,No,63
24,65,High,No,10,94,Medium,Medium,Public,Neutral,2,No,68
29,94,High,Yes,4,95,Medium,Medium,Public,Positive,5,No,74
17,83,Medium,Yes,7,92,Low,Low,Public,Neutral,2,Yes,65
21,96,Medium,Yes,4,50,Medium,Low,Private,Positive,2,No,69
23,98,High,No,6,66,Medium,Low,Public,Neutral,1,No,70
23,62,Low,Yes,4,70,High,Medium,Public,Positive,2,No,65
20,80,Medium,No,10,84,Medium,Medium,Public,Positive,4,No,68
24,75,Medium,No,6,65,Medium,Medium,Public,Positive,5,No,65
23,85,High,No,7,66,Low,High,Public,Neutral,2,No,68
13,92,High,Yes,7,70,Low,Low,Public,Neutral,3,No,68
25,71,Medium,Yes,5,98,Low,Low,Public,Positive,1,No,66
25,82,Medium,No,9,72,High,High,Public,Positive,0,No,70
15,88,Medium,No,8,57,Medium,High,Private,Positive,2,No,66
20,65,High,Yes,8,50,Medium,Low,Public,Positive,5,No,64
24,93,High,No,5,62,Medium,Low,Public,Neutral,1,No,70
19,84,Medium,No,9,97,Low,High,Public,Negative,3,Yes,68
26,98,High,Yes,9,98,Low,Low,Public,Positive,2,No,74
34,74,Low,Yes,7,76,Medium,Low,Public,Positive,2,No,71
15,64,Medium,Yes,8,82,Low,Low,Public,Negative,3,No,61
12,80,Low,No,7,90,Medium,Low,Public,Neutral,3,No,64
22,63,Low,No,5,53,High,High,Public,Neutral,1,No,64
24,99,Medium,Yes,7,69,Medium,Medium,Private,Positive,3,No,73
19,62,High,Yes,6,82,Medium,Low,Public,Negative,3,Yes,62
29,90,Medium,Yes,7,95,Medium,High,Public,Neutral,2,Yes,71
12,81,Medium,Yes,9,86,Medium,Medium,Public,Negative,2,No,68
24,75,Low,Yes,5,68,High,Medium,Public,Neutral,2,No,67
16,63,Medium,No,6,95,High,Medium,Public,Negative,4,No,63
30,85,Medium,No,6,83,Medium,Medium,Public,Positive,3,No,71
32,83,Medium,Yes,6,92,Low,High,Public,Neutral,3,No,72
15,71,Medium,No,6,69,High,Medium,Public,Positive,3,No,66
17,96,Medium,Yes,7,50,Low,Medium,Private,Negative,4,No,67
25,72,Medium,Yes,8,58,Medium,Low,Public,Negative,4,No,66
18,78,Medium,No,8,96,Medium,High,Public,Positive,4,Yes,68
20,82,Low,Yes,7,52,Low,Medium,Private,Neutral,3,No,64
20,64,Medium,Yes,8,80,High,Medium,Private,Positive,3,No,65
8,97,Medium,Yes,10,70,High,Low,Public,Neutral,1,No,66
20,75,High,Yes,7,71,High,Medium,Public,Positive,4,No,69
16,63,High,No,9,70,Low,Medium,Private,Negative,5,No,64
17,75,High,Yes,8,53,Medium,Low,Public,Positive,3,No,65
29,84,Medium,Yes,10,56,High,Low,Public,Neutral,4,No,72
12,81,Medium,No,8,53,Low,Medium,Private,Positive,3,No,65
25,88,High,Yes,6,53,Medium,Medium,Public,Negative,4,No,70
18,62,Medium,Yes,7,54,Medium,Medium,Private,Positive,3,No,64
18,71,Low,Yes,7,85,Low,Low,Public,Neutral,2,No,62
25,93,High,No,8,56,High,Low,Private,Neutral,3,No,69
22,63,Low,No,6,63,Low,Medium,Public,Negative,2,No,62
23,94,Low,Yes,9,83,Medium,Low,Private,Positive,2,No,69
26,64,High,No,7,56,Medium,Medium,Public,Positive,3,No,66
18,93,High,Yes,8,96,Medium,Medium,Public,Positive,2,No,71
16,74,High,Yes,7,74,Low,Low,Private,Positive,3,No,66
13,84,Medium,No,7,98,Medium,Low,Public,Neutral,4,Yes,64
15,66,High,Yes,7,60,High,High,Private,Negative,3,No,63
38,63,High,No,8,52,High,Medium,Private,Positive,3,No,69
27,69,High,Yes,10,80,Medium,Medium,Public,Positive,4,Yes,68
12,65,High,Yes,4,66,Medium,Medium,Public,Neutral,2,No,63
12,72,Medium,Yes,8,79,High,High,Public,Positive,3,No,64
23,81,Low,Yes,7,74,Medium,Low,Public,Neutral,0,No,66
23,84,High,Yes,7,73,Medium,High,Public,Positive,4,No,71
23,92,Medium,Yes,4,93,High,High,Public,Negative,4,No,72
18,86,Medium,No,8,60,Medium,Low,Private,Neutral,1,No,88
19,84,High,Yes,7,75,Low,Low,Public,Negative,2,No,66
22,76,Medium,Yes,6,71,Medium,Low,Private,Neutral,2,No,65
21,79,Medium,Yes,7,84,Low,Medium,Private,Neutral,3,No,66
7,77,Medium,Yes,7,53,High,Low,Private,Positive,2,No,62
19,94,Low,No,4,76,Medium,Low,Private,Negative,3,No,68
15,69,Medium,Yes,7,74,High,Low,Private,Neutral,5,No,65
21,60,High,No,8,99,Low,Low,Private,Positive,3,No,62
38,86,Medium,No,6,88,High,Low,Public,Negative,4,No,74
22,68,Low,Yes,7,58,Medium,Medium,Public,Neutral,3,No,64
18,96,High,No,7,75,High,Medium,Public,Negative,2,No,72
26,94,Medium,No,9,89,Medium,Low,Public,Neutral,3,Yes,70
23,63,Medium,No,7,76,Medium,Medium,Public,Positive,1,No,65
23,64,High,Yes,8,68,Low,Low,Public,Neutral,3,No,66
24,80,Medium,Yes,7,69,Low,Medium,Private,Positive,3,No,67
32,84,High,Yes,10,68,Medium,Low,Public,Positive,5,No,73
13,71,High,Yes,6,51,Low,High,Public,Positive,4,No,65
23,89,High,No,6,87,Medium,Medium,Private,Neutral,3,No,74
14,84,Medium,No,7,81,Medium,High,Public,Neutral,2,No,66
23,73,Medium,No,6,63,Medium,High,Public,Positive,3,No,67
14,61,Medium,No,5,82,Low,Low,Public,Neutral,0,No,58
17,90,High,No,8,65,Medium,Low,Public,Positive,3,No,71
18,69,High,Yes,4,62,High,Medium,Public,Neutral,3,No,63
26,93,High,No,6,87,Medium,Medium,Public,Positive,3,No,73
26,77,Medium,Yes,5,90,Medium,Medium,Private,Neutral,2,No,68
13,83,Medium,Yes,7,81,Medium,Low,Public,Negative,5,No,66
20,95,Medium,No,4,89,Medium,Low,Public,Negative,3,Yes,68
16,95,Low,No,8,68,Low,Medium,Public,Neutral,4,No,66
12,75,High,No,8,54,Low,Medium,Public,Negative,3,No,62
19,68,Medium,Yes,5,80,Medium,Medium,Public,Neutral,3,Yes,78
18,91,Medium,No,7,63,Medium,Medium,Public,Negative,4,No,68
35,77,High,Yes,8,89,Medium,High,Public,Positive,4,No,77
23,68,Low,Yes,8,68,Medium,Medium,Public,Neutral,2,No,65
12,96,High,Yes,5,84,Low,High,Public,Positive,4,No,73
